"","GLOBAL UNIQUE IDENTIFIER","LAST EDITED DATE","TAXONOMIC ORDER","CATEGORY","COMMON NAME","SCIENTIFIC NAME","SUBSPECIES COMMON NAME","SUBSPECIES SCIENTIFIC NAME","OBSERVATION COUNT","BREEDING BIRD ATLAS CODE","BREEDING BIRD ATLAS CATEGORY","AGE/SEX","COUNTRY","COUNTRY CODE","STATE","STATE CODE","COUNTY","COUNTY CODE","IBA CODE","BCR CODE","USFWS CODE","ATLAS BLOCK","LOCALITY","LOCALITY ID","LOCALITY TYPE","LATITUDE","LONGITUDE","OBSERVATION DATE","TIME OBSERVATIONS STARTED","OBSERVER ID","SAMPLING EVENT IDENTIFIER","PROTOCOL TYPE","PROTOCOL CODE","PROJECT CODE","DURATION MINUTES","EFFORT DISTANCE KM","EFFORT AREA HA","NUMBER OBSERVERS","ALL SPECIES REPORTED","GROUP IDENTIFIER","HAS MEDIA","APPROVED","REVIEWED","REASON","TRIP COMMENTS","SPECIES COMMENTS"
"415","URN:CornellLabOfOrnithology:EBIRD:OBS828269757","8/21/2020 10:15",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,30,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra--Sacramento","L5843035","H",-20.1386825,-46.8083954,2019-11-15,"7:00:00","obsr1103165","S61478359","Traveling","P22","EBIRD_BRA",360,50,NA,3,1,"G4678284",0,1,0,NA,NA,NA
"416","URN:CornellLabOfOrnithology:EBIRD:OBS342554188","2/10/2019 22:02",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,38,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra","L933292","H",-20.2506019,-46.4955139,2015-09-12,"8:50:00","obsr611666","S25048785","Historical","P62","EBIRD",490,NA,NA,3,1,"G1408039",1,1,0,NA,"Equipe: Carlos Gussoni, Rogério Machado e Gustavo Pinto.",NA
"417","URN:CornellLabOfOrnithology:EBIRD:OBS342553928","2/10/2019 22:02",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,38,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra","L933292","H",-20.2506019,-46.4955139,2015-09-12,"8:50:00","obsr501068","S25048771","Historical","P62","EBIRD",490,NA,NA,3,1,"G1408039",1,1,0,NA,"Equipe: Carlos Gussoni, Rogério Machado e Gustavo Pinto.",NA
"418","URN:CornellLabOfOrnithology:EBIRD:OBS342557642","2/10/2019 22:02",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,38,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra","L933292","H",-20.2506019,-46.4955139,2015-09-12,"8:50:00","obsr644405","S25049036","Historical","P62","EBIRD",490,NA,NA,3,1,"G1408039",1,1,0,NA,NA,NA
"419","URN:CornellLabOfOrnithology:EBIRD:OBS342555575","2/10/2019 22:02",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,38,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra","L933292","H",-20.2506019,-46.4955139,2015-09-12,"8:50:00","obsr623262","S25048888","Historical","P62","EBIRD",490,NA,NA,3,1,"G1408039",1,1,0,NA,NA,NA
"420","URN:CornellLabOfOrnithology:EBIRD:OBS541078704","11/25/2017 15:28",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,40,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra--plateau","L1123074","H",-20.2183,-46.4763,2017-10-09,"6:15:00","obsr360030","S39891935","Traveling","P22","EBIRD_BRA",600,80,NA,6,1,NA,0,1,0,NA,NA,NA
"421","URN:CornellLabOfOrnithology:EBIRD:OBS342557502","1/21/2017 20:07",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,NA,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra","L933292","H",-20.2506019,-46.4955139,2015-09-13,"8:45:00","obsr644405","S25049030","Historical","P62","EBIRD",275,NA,NA,3,1,"G1408048",0,1,0,NA,NA,NA
"422","URN:CornellLabOfOrnithology:EBIRD:OBS347605743","12/10/2019 8:52",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,NA,NA,NA,NA,"Brazil","BR","Goiás","BR-GO",NA,NA,NA,NA,NA,NA,"Deslocamento Brasília - Alto Paraiso - Cavalcante","L3954753","P",-14.2087494,-47.486515,2015-10-05,"10:00:00","obsr431534","S25398139","Traveling","P22","EBIRD",240,40,NA,2,1,NA,0,1,0,NA,NA,NA
"423","URN:CornellLabOfOrnithology:EBIRD:OBS342555821","1/21/2017 20:07",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,NA,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra","L933292","H",-20.2506019,-46.4955139,2015-09-13,"8:45:00","obsr501068","S25048897","Historical","P62","EBIRD",275,NA,NA,3,1,"G1408048",0,1,0,NA,"Equipe: Carlos Gussoni, Rogério Machado e Gustavo Pinto.",NA
"424","URN:CornellLabOfOrnithology:EBIRD:OBS653987825","12/10/2019 8:52",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,NA,NA,NA,NA,"Brazil","BR","Goiás","BR-GO",NA,NA,NA,NA,NA,NA,"Parque Nacional das Emas","L567986","H",-18.2609794,-52.8883982,2015-11-02,NA,"obsr22428","S48275399","Historical","P62","EBIRD",NA,NA,NA,5,1,NA,0,1,0,NA,"Birding trip  to Emas National Park",NA
"425","URN:CornellLabOfOrnithology:EBIRD:OBS376377576","8/8/2019 10:26",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,NA,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra","L933292","H",-20.2506019,-46.4955139,2015-10-05,NA,"obsr59106","S27767630","Incidental","P20","EBIRD",NA,NA,NA,1,1,NA,0,1,0,NA,"am low (Vagem Bonita), pm high part.","Several of these perky birds were seen. When they flew, they looked like airplanes."
"426","URN:CornellLabOfOrnithology:EBIRD:OBS342555972","1/21/2017 20:07",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,NA,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra","L933292","H",-20.2506019,-46.4955139,2015-09-13,"8:45:00","obsr623262","S25048907","Historical","P62","EBIRD",275,NA,NA,3,1,"G1408048",0,1,0,NA,NA,NA
"427","URN:CornellLabOfOrnithology:EBIRD:OBS359820850","12/19/2015 9:26",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,NA,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra--plateau","L1123074","H",-20.2183,-46.4763,2015-11-27,"6:30:00","obsr623168","S26360032","Historical","P62","EBIRD",720,NA,NA,NA,1,NA,0,1,0,NA,"Na companhia dos amigos Adilson Marques, Lindolfo Souto e sua esposa. Guiados pelo amigo Geiser Trivelato.",NA
"428","URN:CornellLabOfOrnithology:EBIRD:OBS376377010","8/8/2019 10:26",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,NA,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra","L933292","H",-20.2506019,-46.4955139,2015-10-06,NA,"obsr59106","S27767611","Incidental","P20","EBIRD",NA,NA,NA,1,1,NA,0,1,0,NA,"All day in high part.",NA
"429","URN:CornellLabOfOrnithology:EBIRD:OBS653645378","9/23/2020 10:55",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,NA,NA,NA,NA,"Brazil","BR","Mato Grosso do Sul","BR-MS",NA,NA,NA,NA,NA,NA,"PN das Emas--farm reserves south of PN","L971969","H",-18.3429165,-52.9029679,2015-10-31,NA,"obsr22428","S48250700","Historical","P62","EBIRD",NA,NA,NA,5,1,NA,0,1,0,NA,"Birding trip to Emas National park",NA
"430","URN:CornellLabOfOrnithology:EBIRD:OBS359817488","12/19/2015 9:07",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,NA,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra--plateau","L1123074","H",-20.2183,-46.4763,2015-11-25,"6:30:00","obsr623168","S26359717","Historical","P62","EBIRD",720,NA,NA,5,1,NA,0,1,0,NA,"Na companhia dos amigos Adilson Marques, Lindolfo Souto e sua esposa. Guiados pelo amigo Geiser Trivelato.",NA
"431","URN:CornellLabOfOrnithology:EBIRD:OBS876353892","9/23/2020 10:47",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,NA,NA,NA,NA,"Brazil","BR","Goiás","BR-GO",NA,NA,NA,NA,NA,NA,"Parque Nacional das Emas","L567986","H",-18.2609794,-52.8883982,2015-11-27,NA,"obsr760373","S65620124","Historical","P62","EBIRD",NA,NA,132,4,1,NA,0,1,0,NA,"Observações sistemáticas realizadas estritamente no interior do PN das Emas, durante o período de 27/11 até 01/12/2015. Percorremos principalmente as áreas de campo sujo e cerrado strictu sensu, além da mata de galeria ao longo do Rio Formoso e Jacuba. Acompanhado, na unidade, pelo guia Nélio Carrijo.----Mamíferos observados - Cerdocyon thous, Lycalopex vetulus, Chrysocyon brachyurus, Myrmecophaga tridactyla, Tapirus terrestris, Didelphis albiventris, Tayassu tajacu, Ozotocerus bezoarticus, Blastocerus dichotomus, Mazama gouazoubira, Cebus libidinosus, Callithrix penicillata.","Comum no P2"
"432","URN:CornellLabOfOrnithology:EBIRD:OBS366599700","30:13.0",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,NA,NA,NA,NA,"Paraguay","PY","San Pedro","PY-2",NA,NA,NA,NA,NA,NA,"Laguna Blanca","L4166472","P",-23.81336,-56.2955215,2015-04-16,"7:00:00","obsr101043","S26950139","Incidental","P20","EBIRD",NA,NA,NA,8,0,NA,0,1,0,NA,NA,NA
"433","URN:CornellLabOfOrnithology:EBIRD:OBS633621278","4/15/2020 18:49",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,NA,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra","L933292","H",-20.2506019,-46.4955139,2015-11-20,NA,"obsr1074964","S46735515","Historical","P62","EBIRD",NA,NA,NA,3,0,NA,0,1,0,NA,NA,NA
"434","URN:CornellLabOfOrnithology:EBIRD:OBS361045887","3/9/2020 13:05",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,NA,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra--plateau","L1123074","H",-20.2183,-46.4763,2015-12-20,"17:43:00","obsr601130","S26452093","Traveling","P22","EBIRD",240,48.279,NA,4,1,"G1513496",0,1,0,NA,NA,NA
"435","URN:CornellLabOfOrnithology:EBIRD:OBS342844698","1/21/2017 20:07",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,NA,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra","L933292","H",-20.2506019,-46.4955139,2015-09-13,"8:45:00","obsr611666","S25071135","Historical","P62","EBIRD",275,NA,NA,3,1,"G1408048",0,1,0,NA,"Equipe: Carlos Gussoni, Rogério Machado e Gustavo Pinto.",NA
"436","URN:CornellLabOfOrnithology:EBIRD:OBS359814091","12/19/2015 8:05",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,NA,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra--plateau","L1123074","H",-20.2183,-46.4763,2015-11-24,"6:30:00","obsr623168","S26359383","Historical","P62","EBIRD",720,NA,NA,5,1,NA,0,1,0,NA,"Na companhia dos amigos Adilson Marques, Lindolfo Souto e sua esposa. Guiados pelo amigo Geiser Trivelato.",NA
"437","URN:CornellLabOfOrnithology:EBIRD:OBS360098183","3/9/2020 13:05",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,NA,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra--plateau","L1123074","H",-20.2183,-46.4763,2015-12-20,"17:43:00","obsr403476","S26379501","Traveling","P22","EBIRD",240,48.279,NA,4,1,"G1513496",0,1,0,NA,NA,NA
"438","URN:CornellLabOfOrnithology:EBIRD:OBS486093980","4/15/2017 19:17",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,NA,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra","L933292","H",-20.2506019,-46.4955139,2015-08-16,"8:00:00","obsr623443","S35993469","Incidental","P20","EBIRD",NA,NA,NA,4,0,NA,0,1,0,NA,NA,NA
"439","URN:CornellLabOfOrnithology:EBIRD:OBS442743550","11/24/2016 6:32",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,NA,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"Sacramento  14 de nov de 2016 08:02","L5081068","P",-20.1349098,-46.9129756,2016-11-13,"9:23:00","obsr623443","S32532413","Traveling","P22","EBIRD_BRA",120,50,NA,4,1,"G2022774",0,1,0,NA,NA,NA
"440","URN:CornellLabOfOrnithology:EBIRD:OBS445319511","12/18/2018 11:52",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,NA,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra--plateau","L1123074","H",-20.2183,-46.4763,2016-11-05,NA,"obsr508255","S32717779","Historical","P62","EBIRD",NA,NA,NA,4,1,NA,1,1,0,NA,NA,NA
"441","URN:CornellLabOfOrnithology:EBIRD:OBS420332663","10/1/2016 17:11",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,NA,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra","L933292","H",-20.2506019,-46.4955139,2016-07-25,"15:54:00","obsr623262","S30866793","Traveling","P22","EBIRD_BRA",60,8,NA,3,1,"G1878027",0,1,0,NA,NA,NA
"442","URN:CornellLabOfOrnithology:EBIRD:OBS443054324","11/24/2016 6:32",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,NA,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"Sacramento  14 de nov de 2016 08:02","L5081068","P",-20.1349098,-46.9129756,2016-11-13,"9:23:00","obsr623533","S32550273","Traveling","P22","EBIRD_BRA",120,50,NA,4,1,"G2022774",0,1,0,NA,NA,NA
"443","URN:CornellLabOfOrnithology:EBIRD:OBS442743132","11/24/2016 6:32",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,NA,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"Sacramento  14 de nov de 2016 08:02","L5081068","P",-20.1349098,-46.9129756,2016-11-13,"9:23:00","obsr623262","S32532386","Traveling","P22","EBIRD_BRA",120,50,NA,4,1,"G2022774",0,1,0,NA,NA,NA
"444","URN:CornellLabOfOrnithology:EBIRD:OBS422585783","8/21/2020 10:15",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,NA,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra--São Roque de Minas","L4680493","H",-20.2539235,-46.5511698,2016-07-25,"16:54:00","obsr623443","S31035992","Traveling","P22","EBIRD_BRA",120,59.998,NA,3,1,"G1878028",0,1,0,NA,NA,NA
"445","URN:CornellLabOfOrnithology:EBIRD:OBS426323054","2/7/2019 20:44",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,NA,NA,NA,NA,"Brazil","BR","Goiás","BR-GO",NA,NA,NA,NA,NA,NA,"Chapada dos Veadeiros--Fazenda dos Anões","L2236325","H",-14.3186024,-47.5041586,2016-05-16,"7:00:00","obsr522970","S31322699","Traveling","P22","EBIRD",480,5,NA,3,1,NA,0,1,0,NA,NA,NA
"446","URN:CornellLabOfOrnithology:EBIRD:OBS508589570","6/6/2017 2:32",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,NA,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"Sacramento  14 de nov de 2016 08:02","L5081068","P",-20.1349098,-46.9129756,2016-11-13,"9:23:00","obsr624308","S37418300","Traveling","P22","EBIRD_BRA",120,50,NA,4,1,"G2022774",0,1,0,NA,"<br>Enviada de eBird Android 1.3",NA
"447","URN:CornellLabOfOrnithology:EBIRD:OBS437821437","8/7/2018 14:23",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,NA,NA,NA,NA,"Brazil","BR","Goiás","BR-GO",NA,NA,NA,NA,NA,NA,"BR-Goiás-Mineiros - -18,096x-52,924 - 27/09/2016 11h20","L4952071","P",-18.0962432,-52.924151,2016-10-22,NA,"obsr623971","S32158429","Historical","P62","EBIRD",NA,NA,NA,1,1,NA,0,1,0,NA,NA,NA
"448","URN:CornellLabOfOrnithology:EBIRD:OBS504258243","5/24/2017 19:22",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,NA,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra--plateau","L1123074","H",-20.2183,-46.4763,2016-11-05,"6:15:00","obsr309564","S37123261","Incidental","P20","EBIRD",NA,NA,NA,1,0,NA,0,1,0,NA,NA,NA
"449","URN:CornellLabOfOrnithology:EBIRD:OBS443053574","9/7/2019 14:27",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,NA,NA,NA,NA,"Brazil","BR","São Paulo","BR-SP",NA,NA,NA,NA,NA,NA,"Estação Ecológica de Itirapina","L943006","H",-22.2295385,-47.8946037,2016-03-02,"13:27:00","obsr623533","S32550220","Traveling","P22","EBIRD_BRA",180,3,NA,3,1,"G2033345",0,1,1,NA,NA,NA
"450","URN:CornellLabOfOrnithology:EBIRD:OBS707601179","5/22/2020 20:13",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,NA,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra","L933292","H",-20.2506019,-46.4955139,2016-07-29,NA,"obsr761685","S52458064","Historical","P62","EBIRD",NA,NA,NA,NA,1,NA,1,1,0,NA,NA,NA
"451","URN:CornellLabOfOrnithology:EBIRD:OBS432550697","8/7/2018 14:23",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,NA,NA,NA,NA,"Brazil","BR","Goiás","BR-GO",NA,NA,NA,NA,NA,NA,"BR-Goiás-Mineiros - -18,096x-52,924 - 27/09/2016 11h20","L4952071","P",-18.0962432,-52.924151,2016-09-24,"6:15:00","obsr623971","S31780731","Traveling","P22","EBIRD",180,80,NA,1,1,NA,0,1,0,NA,NA,NA
"452","URN:CornellLabOfOrnithology:EBIRD:OBS442352561","9/7/2019 14:27",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,NA,NA,NA,NA,"Brazil","BR","São Paulo","BR-SP",NA,NA,NA,NA,NA,NA,"Estação Ecológica de Itirapina","L943006","H",-22.2295385,-47.8946037,2016-03-02,"13:27:00","obsr623262","S32505073","Traveling","P22","EBIRD_BRA",180,3,NA,3,1,"G2033345",0,1,1,NA,NA,NA
"453","URN:CornellLabOfOrnithology:EBIRD:OBS437844184","11/24/2016 6:35",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,NA,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra","L933292","H",-20.2506019,-46.4955139,2016-10-22,"5:57:00","obsr623262","S32159923","Traveling","P22","EBIRD_BRA",600,70,NA,4,1,NA,0,1,0,NA,NA,NA
"454","URN:CornellLabOfOrnithology:EBIRD:OBS422585747","10/1/2016 17:11",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,NA,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra","L933292","H",-20.2506019,-46.4955139,2016-07-25,"15:54:00","obsr623443","S31035990","Traveling","P22","EBIRD_BRA",60,8,NA,3,1,"G1878027",0,1,0,NA,NA,NA
"455","URN:CornellLabOfOrnithology:EBIRD:OBS589100259","9/23/2020 10:55",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,NA,NA,NA,NA,"Brazil","BR","Mato Grosso do Sul","BR-MS",NA,NA,NA,NA,NA,NA,"Terenos","L5038636","P",-20.3932975,-54.8929846,2016-10-22,"5:30:00","obsr623835","S43743331","Historical","P62","EBIRD",60,3,NA,3,1,NA,0,1,0,NA,"Continuando o Big day: Gil Ribeiro Péres, Fabyano Costa e Nina Wenoli.",NA
"456","URN:CornellLabOfOrnithology:EBIRD:OBS450843089","9/28/2019 22:30",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,NA,NA,NA,NA,"Brazil","BR","São Paulo","BR-SP",NA,NA,NA,NA,NA,NA,"BR-São Paulo-Itirapina - -22,246x-47,878","L5170136","P",-22.2463315,-47.8779685,2016-12-21,"6:38:00","obsr623262","S33154257","Traveling","P22","EBIRD_BRA",180,2,NA,5,1,NA,0,1,1,NA,NA,NA
"457","URN:CornellLabOfOrnithology:EBIRD:OBS437844707","11/27/2016 7:06",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,NA,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"BR-Minas Gerais-São Roque de Minas-Unnamed Road - -20,326x-46,418","L5006271","P",-20.3263503,-46.417855,2016-10-22,"7:43:00","obsr689320","S32159954","Traveling","P22","EBIRD",600,69.998,NA,4,1,NA,0,1,0,NA,NA,"1"
"458","URN:CornellLabOfOrnithology:EBIRD:OBS870772092","3/20/2020 14:54",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,NA,NA,NA,NA,"Brazil","BR","São Paulo","BR-SP",NA,NA,NA,NA,NA,NA,"Estação Ecológica de Itirapina","L943006","H",-22.2295385,-47.8946037,2016-10-28,NA,"obsr648310","S65143481","Historical","P62","EBIRD",NA,NA,NA,NA,0,NA,1,1,1,NA,"Historical checklist created by eBird/Macaulay Library from Internet Bird Collection media. Original IBC location name and coordinates: Itirapina Ecological Station (-22.2259, -47.8922).",NA
"459","URN:CornellLabOfOrnithology:EBIRD:OBS420332723","8/21/2020 10:15",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,NA,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra--São Roque de Minas","L4680493","H",-20.2539235,-46.5511698,2016-07-25,"16:54:00","obsr623262","S30866798","Traveling","P22","EBIRD_BRA",120,59.998,NA,3,1,"G1878028",0,1,0,NA,NA,NA
"460","URN:CornellLabOfOrnithology:EBIRD:OBS438581929","4/30/2017 18:20",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,NA,NA,NA,NA,"Brazil","BR","Mato Grosso do Sul","BR-MS",NA,NA,NA,NA,NA,NA,"Terenos","L5038636","P",-20.3932975,-54.8929846,2016-10-22,"17:30:00","obsr623960","S32233023","Historical","P62","EBIRD",60,NA,NA,3,1,"G2375627",0,1,0,NA,"Continuando o Big day: Gil Ribeiro Péres, Fabyano Costa e Nina Wenoli.",NA
"461","URN:CornellLabOfOrnithology:EBIRD:OBS547326236","9/23/2020 10:47",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,NA,NA,NA,NA,"Brazil","BR","Goiás","BR-GO",NA,NA,NA,NA,NA,NA,"(-18,2989,-52,9887)","L6445558","P",-18.298861,-52.988727,2017-11-04,"7:48:00","obsr800827","S40338687","Incidental","P20","EBIRD_BRA",NA,NA,NA,3,0,NA,0,1,0,NA,NA,NA
"462","URN:CornellLabOfOrnithology:EBIRD:OBS512341352","8/8/2019 10:26",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,NA,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra","L933292","H",-20.2506019,-46.4955139,2017-06-17,"6:00:00","obsr622711","S37681135","Traveling","P22","EBIRD_BRA",1440,30,NA,2,1,NA,1,1,0,NA,"Visita ao parque feita entre os dias 17 e 18 de junho de 2017. Com Maria Alves Ferreira (Kida).",NA
"463","URN:CornellLabOfOrnithology:EBIRD:OBS547314348","11/6/2017 7:17",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,NA,NA,NA,NA,"Brazil","BR","Goiás","BR-GO",NA,NA,NA,NA,NA,NA,"(-18,2988,-52,9886)","L6445405","P",-18.298808,-52.988649,2017-11-03,"7:30:00","obsr800827","S40337825","Incidental","P20","EBIRD_BRA",NA,NA,NA,3,0,NA,0,1,0,NA,NA,NA
"464","URN:CornellLabOfOrnithology:EBIRD:OBS478973825","8/22/2019 11:11",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,NA,NA,NA,NA,"Brazil","BR","São Paulo","BR-SP",NA,NA,NA,NA,NA,NA,"Estação Ecológica de Itirapina","L943006","H",-22.2295385,-47.8946037,2017-03-26,"7:20:00","obsr648310","S35452399","Traveling","P22","EBIRD",300,10,NA,5,1,NA,1,1,1,NA,NA,NA
"465","URN:CornellLabOfOrnithology:EBIRD:OBS525620813","12/20/2017 9:55",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,NA,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"Carrancas","L6185081","P",-21.5137813,-44.5503759,2017-08-12,"10:17:00","obsr622711","S38660900","Traveling","P22","EBIRD",500,60,NA,2,1,NA,1,1,0,NA,"Na companhia de Kida Ferreira.",NA
"466","URN:CornellLabOfOrnithology:EBIRD:OBS870712225","10/27/2020 21:10",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,NA,NA,NA,NA,"Paraguay","PY","San Pedro","PY-2",NA,NA,NA,NA,NA,NA,"Laguna Blanca (-23.7434, -56.3246)","L10598162","P",-23.7434,-56.3246,2017-10-01,NA,"obsr508062","S65109274","Historical","P62","EBIRD",NA,NA,NA,NA,0,NA,1,1,0,NA,NA,NA
"467","URN:CornellLabOfOrnithology:EBIRD:OBS546477620","9/23/2020 10:55",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,NA,NA,NA,NA,"Brazil","BR","Mato Grosso do Sul","BR-MS",NA,NA,NA,NA,NA,NA,"(-18,303, -52,968)","L6435861","P",-18.3031,-52.9677007,2017-11-03,"7:40:00","obsr623195","S40280628","Stationary","P21","EBIRD",255,NA,NA,3,0,NA,0,1,0,NA,NA,NA
