"","GLOBAL UNIQUE IDENTIFIER","LAST EDITED DATE","TAXONOMIC ORDER","CATEGORY","COMMON NAME","SCIENTIFIC NAME","SUBSPECIES COMMON NAME","SUBSPECIES SCIENTIFIC NAME","OBSERVATION COUNT","BREEDING BIRD ATLAS CODE","BREEDING BIRD ATLAS CATEGORY","AGE/SEX","COUNTRY","COUNTRY CODE","STATE","STATE CODE","COUNTY","COUNTY CODE","IBA CODE","BCR CODE","USFWS CODE","ATLAS BLOCK","LOCALITY","LOCALITY ID","LOCALITY TYPE","LATITUDE","LONGITUDE","OBSERVATION DATE","TIME OBSERVATIONS STARTED","OBSERVER ID","SAMPLING EVENT IDENTIFIER","PROTOCOL TYPE","PROTOCOL CODE","PROJECT CODE","DURATION MINUTES","EFFORT DISTANCE KM","EFFORT AREA HA","NUMBER OBSERVERS","ALL SPECIES REPORTED","GROUP IDENTIFIER","HAS MEDIA","APPROVED","REVIEWED","REASON","TRIP COMMENTS","SPECIES COMMENTS"
"268","URN:CornellLabOfOrnithology:EBIRD:OBS427740128","9/15/2016 19:20",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,4,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra","L933292","H",-20.2506019,-46.4955139,2016-09-04,"7:50:00","obsr601243","S31427388","Traveling","P22","EBIRD",520,77.998,NA,4,1,"G1910460",0,1,0,NA,"<br />Enviada de eBird Android 1.2.5",NA
"269","URN:CornellLabOfOrnithology:EBIRD:OBS454249474","1/4/2017 7:58",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,4,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"São João Batista da Canastra","L5219031","P",-20.1525113,-46.6630661,2016-11-05,"8:00:00","obsr620877","S33427365","Traveling","P22","EBIRD",300,5,NA,4,1,NA,0,1,0,NA,NA,NA
"270","URN:CornellLabOfOrnithology:EBIRD:OBS522242346","4/29/2018 12:21",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,4,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra--plateau","L1123074","H",-20.2183,-46.4763,2017-07-27,"9:30:00","obsr135769","S38406474","Traveling","P22","EBIRD",525,32.187,NA,6,1,NA,0,1,0,NA,NA,NA
"271","URN:CornellLabOfOrnithology:EBIRD:OBS543943010","2/27/2018 21:27",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,4,NA,NA,NA,"Brazil","BR","Goiás","BR-GO",NA,NA,NA,NA,NA,NA,"Parque Nacional das Emas","L567986","H",-18.2609794,-52.8883982,2017-09-25,"15:45:00","obsr123480","S40090970","Traveling","P22","EBIRD",150,6.437,NA,15,1,"G2697838",0,1,0,NA,NA,NA
"272","URN:CornellLabOfOrnithology:EBIRD:OBS855655828","1/25/2020 5:31",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,4,NA,NA,NA,"Brazil","BR","Goiás","BR-GO",NA,NA,NA,NA,NA,NA,"Parque Nacional das Emas","L567986","H",-18.2609794,-52.8883982,2017-08-27,"6:00:00","obsr921803","S63751525","Traveling","P22","EBIRD",240,30,NA,1,1,NA,0,1,0,NA,NA,NA
"273","URN:CornellLabOfOrnithology:EBIRD:OBS536138762","2/27/2018 21:27",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,4,NA,NA,NA,"Brazil","BR","Goiás","BR-GO",NA,NA,NA,NA,NA,NA,"Parque Nacional das Emas","L567986","H",-18.2609794,-52.8883982,2017-09-25,"15:45:00","obsr99398","S39410892","Traveling","P22","EBIRD",150,6.437,NA,15,1,"G2697838",0,1,0,NA,NA,NA
"274","URN:CornellLabOfOrnithology:EBIRD:OBS545982286","10/27/2020 21:16",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,4,NA,NA,NA,"Paraguay","PY","Itapúa","PY-7",NA,NA,NA,NA,NA,NA,"Camino a Kanguery, Departamento de Itapúa, PY (-26,5, -55,779)","L6430769","P",-26.50046,-55.7785436,2017-10-29,"10:32:00","obsr619119","S40244144","Traveling","P22","EBIRD",71,6.11,NA,15,1,NA,0,1,0,NA,NA,NA
"275","URN:CornellLabOfOrnithology:EBIRD:OBS671288689","8/8/2019 10:27",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,4,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra--plateau","L1123074","H",-20.2183,-46.4763,2017-10-22,NA,"obsr1020004","S49529067","Historical","P62","EBIRD",NA,NA,NA,NA,0,NA,0,1,0,NA,NA,NA
"276","URN:CornellLabOfOrnithology:EBIRD:OBS824751598","8/21/2020 10:15",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,4,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra--São Roque de Minas","L4680493","H",-20.2539235,-46.5511698,2018-07-18,"10:00:00","obsr958176","S61210895","Historical","P62","EBIRD",450,NA,NA,2,1,NA,1,1,0,NA,"Para registro pessoal e das espécies no local. Na cia do amigo Luis Leite.",NA
"277","URN:CornellLabOfOrnithology:EBIRD:OBS996352907","10/15/2020 19:05",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,4,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra--São Roque de Minas","L4680493","H",-20.2539235,-46.5511698,2018-12-01,"6:00:00","obsr911831","S74862713","Traveling","P22","EBIRD",360,10,NA,5,0,NA,1,1,0,NA,NA,NA
"278","URN:CornellLabOfOrnithology:EBIRD:OBS668978951","6/9/2019 8:34",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,4,"P","C3",NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra--plateau","L1123074","H",-20.2183,-46.4763,2018-10-21,"7:00:00","obsr527452","S49351622","Traveling","P22","EBIRD",95,24.14,NA,6,1,"G3567389",1,1,0,NA,"Plateau to river",NA
"279","URN:CornellLabOfOrnithology:EBIRD:OBS588112691","3/17/2018 10:48",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,4,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra","L933292","H",-20.2506019,-46.4955139,2018-03-11,"8:00:00","obsr623387","S43663641","Traveling","P22","EBIRD",360,47,NA,2,1,NA,1,1,0,NA,"Trecho entre a entrada do Parque até a parte alta da Cachoeira Casca d´anta",NA
"280","URN:CornellLabOfOrnithology:EBIRD:OBS674043401","6/9/2019 8:34",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,4,"P","C3",NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra--plateau","L1123074","H",-20.2183,-46.4763,2018-10-21,"7:00:00","obsr306217","S49727489","Traveling","P22","EBIRD",95,24.14,NA,6,1,"G3567389",1,1,0,NA,NA,NA
"281","URN:CornellLabOfOrnithology:EBIRD:OBS682815858","2/4/2019 14:10",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,4,NA,NA,NA,"Brazil","BR","Mato Grosso do Sul","BR-MS",NA,NA,NA,NA,NA,NA,"Terenos--Estrada de acesso à Reserva Canindé","L3366468","H",-20.4952066,-54.7977998,2018-12-04,"16:01:00","obsr517895","S50427019","Traveling","P22","EBIRD_BRA",34,2,NA,2,1,NA,0,1,0,NA,NA,NA
"282","URN:CornellLabOfOrnithology:EBIRD:OBS640292992","7/16/2018 13:57",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,4,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra","L933292","H",-20.2506019,-46.4955139,2018-07-14,"5:00:00","obsr455602","S47234378","Traveling","P22","EBIRD",720,16.093,NA,3,1,NA,0,1,0,NA,NA,NA
"283","URN:CornellLabOfOrnithology:EBIRD:OBS673978757","6/9/2019 8:34",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,4,"P","C3",NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra--plateau","L1123074","H",-20.2183,-46.4763,2018-10-21,"7:00:00","obsr402712","S49722903","Traveling","P22","EBIRD",95,24.14,NA,6,1,"G3567389",1,1,0,NA,NA,NA
"284","URN:CornellLabOfOrnithology:EBIRD:OBS674004357","6/9/2019 8:34",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,4,"P","C3",NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra--plateau","L1123074","H",-20.2183,-46.4763,2018-10-21,"7:00:00","obsr431216","S49724840","Traveling","P22","EBIRD",95,24.14,NA,6,1,"G3567389",1,1,0,NA,"Plateau to river",NA
"285","URN:CornellLabOfOrnithology:EBIRD:OBS749855251","11/1/2020 13:30",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,4,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra--Main entrance road","L6139521","H",-20.2601063,-46.4064732,2019-05-03,"6:07:00","obsr142759","S55731832","Traveling","P22","EBIRD",416,12.875,NA,4,1,"G4116593",1,1,0,NA,NA,NA
"286","URN:CornellLabOfOrnithology:EBIRD:OBS830454582","10/27/2020 21:14",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,4,"H","C2",NA,"Paraguay","PY","Caazapá","PY-6",NA,NA,NA,NA,NA,NA,"21 nov. 2019 14:30-26,452, -56,535","L10182735","P",-26.4521017,-56.5345474,2019-11-21,"9:00:00","obsr777669","S61643791","Incidental","P20","EBIRD",NA,NA,NA,3,0,NA,0,1,0,NA,NA,NA
"287","URN:CornellLabOfOrnithology:EBIRD:OBS841576114","5/13/2020 18:36",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,4,NA,NA,NA,"Brazil","BR","Goiás","BR-GO",NA,NA,NA,NA,NA,NA,"Chapada dos Veadeiros--Bona Espero","L2934194","H",-14.1371583,-47.6262903,2019-12-22,"6:39:00","obsr1406520","S62581515","Incidental","P20","EBIRD",NA,NA,NA,3,0,"G4780918",1,1,0,NA,NA,NA
"288","URN:CornellLabOfOrnithology:EBIRD:OBS824739903","9/23/2020 10:47",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,4,NA,NA,NA,"Brazil","BR","Goiás","BR-GO",NA,NA,NA,NA,NA,NA,"Parque Nacional das Emas","L567986","H",-18.2609794,-52.8883982,2019-09-28,"15:22:00","obsr227035","S61209947","Traveling","P22","EBIRD",338,64.26,NA,13,1,"G4643690",0,1,0,NA,NA,NA
"289","URN:CornellLabOfOrnithology:EBIRD:OBS828432367","11/16/2019 15:38",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,4,NA,NA,"Female, Adult (2); Male, Adult (2)","Brazil","BR","Goiás","BR-GO",NA,NA,NA,NA,NA,NA,"Parque Nacional das Emas","L567986","H",-18.2609794,-52.8883982,2019-11-15,"12:48:00","obsr760373","S61490087","Traveling","P22","EBIRD",10,0.359,NA,3,1,NA,0,1,0,NA,NA,"Perhaps two pairs. Perched on the tall grass along the road."
"290","URN:CornellLabOfOrnithology:EBIRD:OBS810948560","9/23/2020 10:47",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,4,NA,NA,NA,"Brazil","BR","Goiás","BR-GO",NA,NA,NA,NA,NA,NA,"Parque Nacional das Emas","L567986","H",-18.2609794,-52.8883982,2019-09-28,"15:22:00","obsr155017","S60209561","Traveling","P22","EBIRD",338,64.26,NA,13,1,"G4643690",0,1,0,NA,NA,NA
"291","URN:CornellLabOfOrnithology:EBIRD:OBS825134417","9/23/2020 10:47",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,4,NA,NA,NA,"Brazil","BR","Goiás","BR-GO",NA,NA,NA,NA,NA,NA,"Parque Nacional das Emas","L567986","H",-18.2609794,-52.8883982,2019-09-28,"15:22:00","obsr184039","S61239109","Traveling","P22","EBIRD",338,64.26,NA,13,1,"G4643690",0,1,0,NA,NA,NA
"292","URN:CornellLabOfOrnithology:EBIRD:OBS749952111","11/1/2020 13:30",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,4,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra--Main entrance road","L6139521","H",-20.2601063,-46.4064732,2019-05-03,"6:07:00","obsr536027","S55737916","Traveling","P22","EBIRD",416,12.875,NA,4,1,"G4116593",1,1,0,NA,NA,NA
"293","URN:CornellLabOfOrnithology:EBIRD:OBS841478649","5/13/2020 18:36",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,4,NA,NA,NA,"Brazil","BR","Goiás","BR-GO",NA,NA,NA,NA,NA,NA,"Chapada dos Veadeiros--Bona Espero","L2934194","H",-14.1371583,-47.6262903,2019-12-22,"6:39:00","obsr809218","S62574278","Incidental","P20","EBIRD",NA,NA,NA,3,0,"G4780918",1,1,0,NA,NA,NA
"294","URN:CornellLabOfOrnithology:EBIRD:OBS824701543","9/23/2020 10:47",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,4,NA,NA,NA,"Brazil","BR","Goiás","BR-GO",NA,NA,NA,NA,NA,NA,"Parque Nacional das Emas","L567986","H",-18.2609794,-52.8883982,2019-09-28,"15:22:00","obsr693556","S61207115","Traveling","P22","EBIRD",338,64.26,NA,13,1,"G4643690",0,1,0,NA,NA,NA
"295","URN:CornellLabOfOrnithology:EBIRD:OBS335093224","11/1/2020 13:28",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,5,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra--plateau","L1123074","H",-20.2183,-46.4763,2015-08-05,"6:30:00","obsr119128","S24513484","Incidental","P20","EBIRD",NA,NA,NA,2,0,NA,0,1,0,NA,NA,NA
"296","URN:CornellLabOfOrnithology:EBIRD:OBS463917938","8/8/2019 10:26",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,5,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra","L933292","H",-20.2506019,-46.4955139,2016-10-26,"7:00:00","obsr430072","S34218670","Historical","P62","EBIRD",360,30,NA,3,1,NA,0,1,0,NA,"With John and Seamus on the higher parts of the park looking for the merganser",NA
"297","URN:CornellLabOfOrnithology:EBIRD:OBS500783074","5/17/2017 17:48",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,5,NA,NA,"Male, Adult (3); Female, Adult (2)","Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra -- southern entrance road","L3775026","H",-20.5468119,-46.4083529,2017-05-13,"14:18:00","obsr891321","S36916914","Traveling","P22","EBIRD",219,54,NA,4,1,"G2421871",0,1,0,NA,NA,NA
"298","URN:CornellLabOfOrnithology:EBIRD:OBS501224576","5/17/2017 17:49",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,5,NA,NA,"Female, Adult (2); Male, Adult (3)","Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra -- southern entrance road","L3775026","H",-20.5468119,-46.4083529,2017-05-13,"14:18:00","obsr623262","S36942753","Traveling","P22","EBIRD",219,54,NA,4,1,"G2421871",0,1,0,NA,NA,NA
"299","URN:CornellLabOfOrnithology:EBIRD:OBS519567785","1/10/2018 18:17",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,5,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra","L933292","H",-20.2506019,-46.4955139,2017-07-12,"7:50:00","obsr617463","S38202925","Traveling","P22","EBIRD",475,80,NA,3,1,NA,0,1,0,NA,NA,NA
"300","URN:CornellLabOfOrnithology:EBIRD:OBS502299690","5/20/2017 11:26",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,5,NA,NA,"Female, Adult (2); Male, Adult (3)","Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra -- southern entrance road","L3775026","H",-20.5468119,-46.4083529,2017-05-13,"14:18:00","obsr922049","S37006696","Traveling","P22","EBIRD",219,54,NA,4,1,"G2421871",0,1,0,NA,NA,NA
"301","URN:CornellLabOfOrnithology:EBIRD:OBS500392202","5/17/2017 13:40",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,5,NA,NA,"Female, Adult (2); Male, Adult (3)","Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra -- southern entrance road","L3775026","H",-20.5468119,-46.4083529,2017-05-13,"14:18:00","obsr425521","S36894901","Traveling","P22","EBIRD",219,54,NA,4,1,"G2421871",0,1,0,NA,NA,NA
"302","URN:CornellLabOfOrnithology:EBIRD:OBS522244046","4/29/2018 12:30",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,5,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra--plateau","L1123074","H",-20.2183,-46.4763,2017-07-28,"8:00:00","obsr135769","S38406632","Traveling","P22","EBIRD",630,64.374,NA,6,1,NA,0,1,0,NA,NA,NA
"303","URN:CornellLabOfOrnithology:EBIRD:OBS644777857","8/8/2019 10:27",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,5,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra--plateau","L1123074","H",-20.2183,-46.4763,2018-07-31,"9:00:00","obsr619160","S47578736","Historical","P62","EBIRD",NA,NA,NA,3,1,NA,0,1,0,NA,NA,NA
"304","URN:CornellLabOfOrnithology:EBIRD:OBS665787177","8/8/2019 10:27",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,5,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra--Main entrance road","L6139521","H",-20.2601063,-46.4064732,2018-10-11,"8:44:00","obsr526456","S49126680","Traveling","P22","EBIRD",200,16.093,NA,3,1,NA,0,1,0,NA,NA,NA
"305","URN:CornellLabOfOrnithology:EBIRD:OBS609331253","12/9/2019 16:50",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,5,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra--plateau","L1123074","H",-20.2183,-46.4763,2018-05-01,"13:56:00","obsr425788","S45187564","Traveling","P22","EBIRD",324,20,NA,4,1,"G3216292",1,1,0,NA,NA,NA
"306","URN:CornellLabOfOrnithology:EBIRD:OBS621140317","12/9/2019 16:50",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,5,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra--plateau","L1123074","H",-20.2183,-46.4763,2018-05-01,"13:56:00","obsr623370","S45867390","Traveling","P22","EBIRD",324,20,NA,4,1,"G3216292",1,1,0,NA,NA,NA
"307","URN:CornellLabOfOrnithology:EBIRD:OBS677094031","8/21/2020 10:15",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,5,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra--São Roque de Minas","L4680493","H",-20.2539235,-46.5511698,2018-11-16,"17:20:00","obsr622520","S49980257","Stationary","P21","EBIRD",12,NA,NA,1,1,NA,0,1,0,NA,NA,"3 machos e 2 fêmeas."
"308","URN:CornellLabOfOrnithology:EBIRD:OBS789303124","7/28/2019 11:51",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,5,NA,NA,NA,"Brazil","BR","Goiás","BR-GO",NA,NA,NA,NA,NA,NA,"Parque Nacional das Emas","L567986","H",-18.2609794,-52.8883982,2019-07-28,"7:46:00","obsr1029063","S58516564","Traveling","P22","EBIRD",227,1.384,NA,1,1,NA,0,1,0,NA,NA,NA
"309","URN:CornellLabOfOrnithology:EBIRD:OBS810668695","9/28/2019 17:51",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,5,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra","L933292","H",-20.2506019,-46.4955139,2019-08-29,"7:00:00","obsr835829","S60189849","Traveling","P22","EBIRD",540,16.093,NA,2,1,"G4495434",1,1,0,NA,NA,NA
"310","URN:CornellLabOfOrnithology:EBIRD:OBS803018855","9/28/2019 17:18",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,5,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra","L933292","H",-20.2506019,-46.4955139,2019-08-29,"7:00:00","obsr313375","S59619366","Traveling","P22","EBIRD",540,16.093,NA,2,1,"G4495434",1,1,0,NA,NA,NA
"311","URN:CornellLabOfOrnithology:EBIRD:OBS821424385","6/4/2020 8:02",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,5,"CN","C4",NA,"Brazil","BR","Goiás","BR-GO",NA,NA,NA,NA,NA,NA,"Chapada dos Veadeiros--Bona Espero","L2934194","H",-14.1371583,-47.6262903,2019-10-27,"6:09:00","obsr760373","S60968410","Traveling","P22","EBIRD",93,6.167,NA,2,1,NA,1,1,0,NA,"We birded briefly around the gallery forest that follows the course of Rio das Cobras, and spent the rest of the morning in the cerrado on the ‘Bona Espero’ road.","Two females (perhaps a juvenile?) and a male observed. One of the females was carrying material for nest-building, while the other was hunting. The male kept on flying around, exhibiting a courtship display. The pair stayed around the same area for the whole morning, which is probably their nesting territory."
"312","URN:CornellLabOfOrnithology:EBIRD:OBS1012248153","11/15/2020 11:57",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,5,NA,NA,NA,"Brazil","BR","Goiás","BR-GO",NA,NA,NA,NA,NA,NA,"(-14,1462,-47,6276)","L10197228","P",-14.146241,-47.627622,2020-11-15,"6:59:00","obsr973969","S76276926","Traveling","P22","EBIRD",50,1.52,NA,3,1,"G5909828",0,1,0,NA,NA,NA
"313","URN:CornellLabOfOrnithology:EBIRD:OBS1014026880","55:43.0",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,5,NA,NA,NA,"Brazil","BR","Goiás","BR-GO",NA,NA,NA,NA,NA,NA,"(-14,1462,-47,6276)","L10197228","P",-14.146241,-47.627622,2020-11-15,"6:59:00","obsr667234","S76422759","Traveling","P22","EBIRD",50,1.52,NA,3,1,"G5909828",0,1,0,NA,NA,NA
"314","URN:CornellLabOfOrnithology:EBIRD:OBS350129241","11/21/2015 13:08",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,6,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"Parque da Canastra plateau  5","L3976698","P",-20.22293,-46.46374,2015-10-27,"11:00:00","obsr17450","S25568902","Stationary","P21","EBIRD",30,NA,NA,5,1,NA,1,1,0,NA,"Submitted from  BirdLog SA for Android v1.9.6","Photo: yes"
"315","URN:CornellLabOfOrnithology:EBIRD:OBS431505323","2/7/2019 20:43",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,6,NA,NA,NA,"Brazil","BR","Goiás","BR-GO",NA,NA,NA,NA,NA,NA,"Chapada dos Veadeiros--Bona Espero","L2934194","H",-14.1371583,-47.6262903,2016-09-22,"15:50:00","obsr518172","S31710018","Stationary","P21","EBIRD_BRA",29,NA,NA,5,1,"G2147866",0,1,0,NA,"<br>Enviada de eBird Android 1.3","3 casais"
"316","URN:CornellLabOfOrnithology:EBIRD:OBS422087002","8/6/2016 22:14",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,6,NA,NA,NA,"Brazil","BR","Goiás","BR-GO",NA,NA,NA,NA,NA,NA,"Estrada para a Fazenda Firmeza","L3599845","H",-14.2964824,-47.4933922,2016-05-14,"6:00:00","obsr522970","S30999590","Traveling","P22","EBIRD",240,3,NA,3,1,NA,0,1,0,NA,NA,NA
"317","URN:CornellLabOfOrnithology:EBIRD:OBS457816047","2/7/2019 20:43",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,6,NA,NA,NA,"Brazil","BR","Goiás","BR-GO",NA,NA,NA,NA,NA,NA,"Chapada dos Veadeiros--Bona Espero","L2934194","H",-14.1371583,-47.6262903,2016-09-22,"15:50:00","obsr610619","S33719600","Stationary","P21","EBIRD_BRA",29,NA,NA,5,1,"G2147866",0,1,0,NA,NA,"3 casais"
"318","URN:CornellLabOfOrnithology:EBIRD:OBS530883644","9/7/2017 14:33",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,6,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra--plateau","L1123074","H",-20.2183,-46.4763,2017-08-10,"8:00:00","obsr262834","S39051585","Traveling","P22","EBIRD",720,30,NA,3,1,"G2588954",0,1,0,NA,NA,NA
"319","URN:CornellLabOfOrnithology:EBIRD:OBS526085128","8/19/2017 20:52",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,6,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra--plateau","L1123074","H",-20.2183,-46.4763,2017-08-10,"8:00:00","obsr57052","S38696186","Traveling","P22","EBIRD",720,30,NA,3,1,"G2588954",0,1,0,NA,NA,NA
"320","URN:CornellLabOfOrnithology:EBIRD:OBS524543890","8/18/2017 6:54",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,6,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra--plateau","L1123074","H",-20.2183,-46.4763,2017-08-10,"8:00:00","obsr561591","S38581702","Traveling","P22","EBIRD",720,30,NA,3,1,"G2588954",0,1,0,NA,NA,NA
"321","URN:CornellLabOfOrnithology:EBIRD:OBS558308290","11/30/2018 19:13",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,6,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"Cabeceiras do rio Uberabinha","L5294086","P",-19.3645956,-47.9159689,2017-12-14,"6:00:00","obsr620877","S41170896","Historical","P62","EBIRD",480,3,NA,2,1,NA,0,1,0,NA,NA,NA
