"","X","GLOBAL.UNIQUE.IDENTIFIER","LAST.EDITED.DATE","TAXONOMIC.ORDER","CATEGORY","COMMON.NAME","SCIENTIFIC.NAME","SUBSPECIES.COMMON.NAME","SUBSPECIES.SCIENTIFIC.NAME","OBSERVATION.COUNT","BREEDING.BIRD.ATLAS.CODE","BREEDING.BIRD.ATLAS.CATEGORY","AGE.SEX","COUNTRY","COUNTRY.CODE","STATE","STATE.CODE","COUNTY","COUNTY.CODE","IBA.CODE","BCR.CODE","USFWS.CODE","ATLAS.BLOCK","LOCALITY","LOCALITY.ID","LOCALITY.TYPE","OBSERVATION.DATE","TIME.OBSERVATIONS.STARTED","OBSERVER.ID","SAMPLING_EVENT_IDENTIFIER","PROTOCOL.TYPE","PROTOCOL.CODE","PROJECT.CODE","DURATION.MINUTES","EFFORT.DISTANCE.KM","EFFORT.AREA.HA","NUMBER.OBSERVERS","ALL.SPECIES.REPORTED","GROUP.IDENTIFIER","HAS.MEDIA","APPROVED","REVIEWED","REASON","TRIP.COMMENTS","SPECIES.COMMENTS","LONGITUDE","LATITUDE"
"177",177,"URN:CornellLabOfOrnithology:EBIRD:OBS814162812","10/7/2019 22:54",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,2,NA,NA,NA,"Brazil","BR","Goiás","BR-GO",NA,NA,NA,NA,NA,NA,"Parque Nacional das Emas","L9976544","P","10/1/2019","6:30:00","obsr623464","S60444782","Traveling","P22","EBIRD_MA",302,80.467,NA,10,1,"G4567296",0,1,0,NA,NA,NA,5868275.06937443,-2851804.92780773
"178",178,"URN:CornellLabOfOrnithology:EBIRD:OBS836975775","12/11/2019 8:29",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,2,NA,NA,NA,"Brazil","BR","Goiás","BR-GO",NA,NA,NA,NA,NA,NA,"(-18,2989,-52,9887) Parque das Emas Go","L10275815","P","12/9/2019","13:40:00","obsr1407906","S62217673","Traveling","P22","EBIRD_BRA",120,20,NA,3,1,NA,0,1,0,NA,NA,NA,5828035.61868061,-2823352.41496117
"179",179,"URN:CornellLabOfOrnithology:EBIRD:OBS794302420","10/27/2020 21:10",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,2,NA,NA,NA,"Paraguay","PY","San Pedro","PY-2",NA,NA,NA,NA,NA,NA,"3, Santa Rosa del Aguaray, San Pedro, PY (-23,818, -56,512)","L9784977","P","8/12/2019","14:50:00","obsr1085521","S58948392","Traveling","P22","EBIRD",168,20.71,NA,8,1,NA,0,1,0,NA,NA,NA,5105082.21932436,-3424912.37208641
"180",180,"URN:CornellLabOfOrnithology:EBIRD:OBS742276425","10/27/2020 21:15",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,2,NA,NA,NA,"Paraguay","PY","Itapúa","PY-7",NA,NA,NA,NA,NA,NA,"Reserva Guyra Reta","L2762150","H","4/19/2019","17:16:00","obsr540111","S55210035","Traveling","P22","EBIRD",420,15,NA,5,1,"G4068513",0,1,0,NA,NA,NA,5054024.20814594,-3812919.96209005
"181",181,"URN:CornellLabOfOrnithology:EBIRD:OBS843943580","12/30/2019 9:47",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,2,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"MG-341, Minas Gerais, BR (-20,144, -46,754)","L10374571","P","12/29/2019","14:03:00","obsr623995","S62770253","Traveling","P22","EBIRD",13,0.31,NA,1,1,NA,0,1,0,NA,NA,NA,6598629.35277565,-3433067.83284577
"182",182,"URN:CornellLabOfOrnithology:EBIRD:OBS805336608","9/14/2019 12:52",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,2,NA,NA,NA,"Brazil","BR","Goiás","BR-GO",NA,NA,NA,NA,NA,NA,"PN da Chapada dos Veadeiros","L6275001","H","9/12/2019","15:30:00","obsr1426674","S59794670","Traveling","P22","EBIRD",141,10,NA,4,1,"G4508845",0,1,0,NA,"During Goiás/Tocantins/Pará Tour 2019 by Brazil Birding Experts.",NA,6810725.95012738,-2431608.14428612
"183",183,"URN:CornellLabOfOrnithology:EBIRD:OBS837178416","9/23/2020 10:46",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,2,NA,NA,NA,"Brazil","BR","Goiás","BR-GO",NA,NA,NA,NA,NA,NA,"(-18,1275,-52,9131) Emas national Park","L10278544","P","12/11/2019","18:55:00","obsr1407906","S62234882","Traveling","P22","EBIRD_BRA",45,30,NA,4,1,NA,0,1,0,NA,NA,"Female",5846556.27222158,-2801996.87500134
"184",184,"URN:CornellLabOfOrnithology:EBIRD:OBS840827895","12/22/2019 6:20",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,2,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra","L933292","H","10/26/2019","15:07:00","obsr467819","S62521676","Traveling","P22","EBIRD",70,27.458,NA,3,0,NA,0,1,0,NA,NA,NA,6628277.24189259,-3465819.05113405
"185",185,"URN:CornellLabOfOrnithology:EBIRD:OBS805336585","9/14/2019 12:52",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,2,NA,NA,NA,"Brazil","BR","Goiás","BR-GO",NA,NA,NA,NA,NA,NA,"PN da Chapada dos Veadeiros","L6275001","H","9/12/2019","15:30:00","obsr553158","S59794669","Traveling","P22","EBIRD",141,10,NA,4,1,"G4508845",0,1,0,NA,NA,NA,6810725.95012738,-2431608.14428612
"186",186,"URN:CornellLabOfOrnithology:EBIRD:OBS797018739","12/9/2019 13:55",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,2,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra","L933292","H","8/21/2019","7:36:00","obsr1024831","S59166831","Traveling","P22","EBIRD",301,78.44,NA,1,1,NA,1,1,0,NA,NA,NA,6628277.24189259,-3465819.05113405
"187",187,"URN:CornellLabOfOrnithology:EBIRD:OBS741366319","10/27/2020 21:15",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,2,NA,NA,NA,"Paraguay","PY","Itapúa","PY-7",NA,NA,NA,NA,NA,NA,"Reserva Guyra Reta","L2762150","H","4/19/2019","17:16:00","obsr538107","S55148947","Traveling","P22","EBIRD",420,15,NA,5,1,"G4068513",0,1,0,NA,NA,NA,5054024.20814594,-3812919.96209005
"188",188,"URN:CornellLabOfOrnithology:EBIRD:OBS836390050","12/9/2019 11:18",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,2,NA,NA,NA,"Brazil","BR","Goiás","BR-GO",NA,NA,NA,NA,NA,NA,"Emas National Park, Mineiros BR-GO (-18,2990,-52,9891)","L10268553","P","12/9/2019","6:04:00","obsr1407906","S62172387","Traveling","P22","EBIRD_BRA",300,40,NA,1,1,NA,0,1,0,NA,NA,NA,5827972.14073789,-2823358.97104941
"189",189,"URN:CornellLabOfOrnithology:EBIRD:OBS811866326","10/7/2019 22:54",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,2,NA,NA,NA,"Brazil","BR","Goiás","BR-GO",NA,NA,NA,NA,NA,NA,"Parque Nacional das Emas","L9976544","P","10/1/2019","6:30:00","obsr38560","S60275474","Traveling","P22","EBIRD_MA",302,80.467,NA,10,1,"G4567296",0,1,0,NA,NA,NA,5868275.06937443,-2851804.92780773
"190",190,"URN:CornellLabOfOrnithology:EBIRD:OBS957209570","7/26/2020 20:28",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,2,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"Cabeceiras do rio Uberabinha","L11654895","H","7/15/2020","9:46:00","obsr994604","S71561527","Traveling","P22","EBIRD",254,2.97,NA,2,1,NA,1,1,0,NA,NA,NA,6482572.94086767,-3243277.1820644
"191",191,"URN:CornellLabOfOrnithology:EBIRD:OBS854075184","4/22/2020 16:00",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,2,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra","L933292","H","1/20/2020","14:45:00","obsr200801","S63614013","Traveling","P22","EBIRD",250,15,NA,17,1,"G4894223",0,1,0,NA,"Including commute from São Roque de Minas",NA,6628277.24189259,-3465819.05113405
"192",192,"URN:CornellLabOfOrnithology:EBIRD:OBS854094018","4/22/2020 16:00",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,2,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra","L933292","H","1/20/2020","14:45:00","obsr86404","S63615525","Traveling","P22","EBIRD",250,15,NA,17,1,"G4894223",0,1,0,NA,NA,NA,6628277.24189259,-3465819.05113405
"193",193,"URN:CornellLabOfOrnithology:EBIRD:OBS969317995","8/18/2020 19:04",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,2,NA,NA,NA,"Brazil","BR","Goiás","BR-GO",NA,NA,NA,NA,NA,NA,"Chapada dos Veadeiros--Fazenda dos Anões","L2236325","H","8/16/2020","7:30:00","obsr667234","S72532078","Traveling","P22","EBIRD",180,12,NA,1,1,NA,0,1,0,NA,NA,NA,6832842.6785837,-2475446.37871214
"194",194,"URN:CornellLabOfOrnithology:EBIRD:OBS1034184077","36:55.0",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,2,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"Pouso Alegre--Retão Do Brejal","L7950025","H","11/1/2020","8:06:00","obsr622520","S77862457","Traveling","P22","EBIRD",262,2.137,NA,5,1,"G5912720",1,1,0,NA,NA,NA,6583228.60206915,-3788492.45710734
"195",195,"URN:CornellLabOfOrnithology:EBIRD:OBS1008363271","59:28.8",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,2,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"Pouso Alegre--Retão Do Brejal","L7950025","H","11/6/2020","9:02:00","obsr958176","S75932085","Traveling","P22","EBIRD",219,7.17,NA,3,1,NA,1,1,0,NA,"Na Cia dos amigos Alberto e Mariane","Fotografado no local",6583228.60206915,-3788492.45710734
"196",196,"URN:CornellLabOfOrnithology:EBIRD:OBS1012776106","51:53.9",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,2,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"Pouso Alegre--Retão Do Brejal","L7950025","H","11/1/2020","8:06:00","obsr798660","S76324061","Traveling","P22","EBIRD",262,2.137,NA,5,1,"G5912720",1,1,0,NA,"Brejal",NA,6583228.60206915,-3788492.45710734
"197",197,"URN:CornellLabOfOrnithology:EBIRD:OBS854151988","4/22/2020 16:00",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,2,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra","L933292","H","1/20/2020","14:45:00","obsr759750","S63619830","Traveling","P22","EBIRD",250,15,NA,17,1,"G4894223",0,1,0,NA,"Including commute from São Roque de Minas",NA,6628277.24189259,-3465819.05113405
"198",198,"URN:CornellLabOfOrnithology:EBIRD:OBS1007187456","29:17.5",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,2,NA,NA,NA,"Paraguay","PY","Itapúa","PY-7",NA,NA,NA,NA,NA,NA,"Kanguery (-26,514, -55,79)","L12659585","P","11/4/2020","7:30:00","obsr777669","S75829342","Stationary","P21","EBIRD_PRY",40,NA,NA,1,1,NA,0,1,0,NA,NA,NA,5051497.5113352,-3811497.37677782
"199",199,"URN:CornellLabOfOrnithology:EBIRD:OBS854097368","4/22/2020 16:00",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,2,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra","L933292","H","1/20/2020","14:45:00","obsr767045","S63615757","Traveling","P22","EBIRD",250,15,NA,17,1,"G4894223",0,1,0,NA,NA,NA,6628277.24189259,-3465819.05113405
"200",200,"URN:CornellLabOfOrnithology:EBIRD:OBS872069141","2/29/2020 13:03",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,2,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"Área Particular/Fazenda. São Vicente De MINAS/MG.","L10873174","P","2/17/2020","15:36:00","obsr622520","S65279099","Traveling","P22","EBIRD",29,0.547,NA,1,1,NA,0,1,0,NA,NA,NA,6818801.6540906,-3821498.13570576
"201",201,"URN:CornellLabOfOrnithology:EBIRD:OBS1013083635","51:53.9",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,2,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"Pouso Alegre--Retão Do Brejal","L7950025","H","11/1/2020","8:06:00","obsr1324496","S76352257","Traveling","P22","EBIRD",262,2.137,NA,5,1,"G5912720",1,1,0,NA,"Brejal",NA,6583228.60206915,-3788492.45710734
"202",202,"URN:CornellLabOfOrnithology:EBIRD:OBS1032096928","48:03.6",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,2,NA,NA,NA,"Brazil","BR","Goiás","BR-GO",NA,NA,NA,NA,NA,NA,"Parque Nacional das Emas","L567986","H","12/19/2020","8:05:00","obsr624617","S77714450","Traveling","P22","EBIRD",360,25,NA,2,1,NA,0,1,0,NA,NA,NA,5843668.96033149,-2822411.23019322
"203",203,"URN:CornellLabOfOrnithology:EBIRD:OBS854353242","4/22/2020 16:00",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,2,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra","L933292","H","1/20/2020","14:45:00","obsr534395","S63637999","Traveling","P22","EBIRD",250,15,NA,17,1,"G4894223",0,1,0,NA,NA,NA,6628277.24189259,-3465819.05113405
"204",204,"URN:CornellLabOfOrnithology:EBIRD:OBS854075233","4/22/2020 16:00",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,2,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra","L933292","H","1/20/2020","14:45:00","obsr37316","S63614014","Traveling","P22","EBIRD",250,15,NA,17,1,"G4894223",0,1,0,NA,NA,NA,6628277.24189259,-3465819.05113405
"205",205,"URN:CornellLabOfOrnithology:EBIRD:OBS989221584","10/27/2020 21:15",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,2,NA,NA,NA,"Paraguay","PY","Itapúa","PY-7",NA,NA,NA,NA,NA,NA,"Reserva Guyra Reta","L2762150","H","10/1/2020","9:23:00","obsr1092916","S74273282","Incidental","P20","EBIRD",NA,NA,NA,2,0,NA,0,1,0,NA,NA,NA,5054024.20814594,-3812919.96209005
"206",206,"URN:CornellLabOfOrnithology:EBIRD:OBS1026272699","20:12.2",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,2,NA,NA,NA,"Paraguay","PY","Itapúa","PY-7",NA,NA,NA,NA,NA,NA,"Reserva Guyra Reta","L2762150","H","11/28/2020","16:16:00","obsr665642","S77296169","Traveling","P22","EBIRD",120,3,NA,2,1,NA,0,1,0,NA,NA,"Seen with a scope from the distance, but clearly identified.",5054024.20814594,-3812919.96209005
"207",207,"URN:CornellLabOfOrnithology:EBIRD:OBS859285076","4/22/2020 16:00",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,2,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra","L933292","H","1/20/2020","14:45:00","obsr1178257","S64052817","Traveling","P22","EBIRD",250,15,NA,17,1,"G4894223",0,1,0,NA,NA,NA,6628277.24189259,-3465819.05113405
"208",208,"URN:CornellLabOfOrnithology:EBIRD:OBS854086030","4/22/2020 16:00",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,2,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra","L933292","H","1/20/2020","14:45:00","obsr93553","S63614843","Traveling","P22","EBIRD",250,15,NA,17,1,"G4894223",0,1,0,NA,"Including commute from São Roque de Minas",NA,6628277.24189259,-3465819.05113405
"209",209,"URN:CornellLabOfOrnithology:EBIRD:OBS1012776036","51:53.9",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,2,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"Pouso Alegre--Retão Do Brejal","L7950025","H","11/1/2020","8:06:00","obsr925546","S76324060","Traveling","P22","EBIRD",262,2.137,NA,5,1,"G5912720",1,1,0,NA,"Brejal",NA,6583228.60206915,-3788492.45710734
"210",210,"URN:CornellLabOfOrnithology:EBIRD:OBS854320977","4/22/2020 16:00",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,2,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra","L933292","H","1/20/2020","14:45:00","obsr994349","S63635284","Traveling","P22","EBIRD",250,15,NA,17,1,"G4894223",0,1,0,NA,NA,NA,6628277.24189259,-3465819.05113405
"211",211,"URN:CornellLabOfOrnithology:EBIRD:OBS314082255","2/15/2016 10:38",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,3,NA,NA,"Unknown Sex, Juvenile (1); Male, Adult (1); Female, Adult (1)","Brazil","BR","Goiás","BR-GO",NA,NA,NA,NA,NA,NA,"Estrada para a Fazenda Firmeza","L3599845","H","4/27/2015","13:50:00","obsr601274","S23127406","Traveling","P22","EBIRD",260,8,NA,3,1,"G1242950",0,1,0,NA,"Mosaico de cerrado ss, campo natural, cultivo de soja e milho e mata-galeria",NA,6835674.75465223,-2472386.99718929
"212",212,"URN:CornellLabOfOrnithology:EBIRD:OBS314097687","29:31.2",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,3,NA,NA,NA,"Paraguay","PY","San Pedro","PY-2",NA,NA,NA,NA,NA,NA,"Laguna Blanca, San Pedro (Paraguay Central)","L2762183","H","4/16/2015","6:00:00","obsr303979","S23128090","Traveling","P22","EBIRD",270,15,NA,8,1,"G2684741",0,1,0,NA,NA,NA,5135420.68277236,-3428513.05648382
"213",213,"URN:CornellLabOfOrnithology:EBIRD:OBS314119665","2/15/2016 10:38",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,3,NA,NA,"Male, Adult (1); Unknown Sex, Juvenile (1); Female, Adult (1)","Brazil","BR","Goiás","BR-GO",NA,NA,NA,NA,NA,NA,"Estrada para a Fazenda Firmeza","L3599845","H","4/27/2015","13:50:00","obsr522970","S23129640","Traveling","P22","EBIRD",260,8,NA,3,1,"G1242950",0,1,0,NA,"Mosaico de cerrado ss, campo natural, cultivo de soja e milho e mata-galeria",NA,6835674.75465223,-2472386.99718929
"214",214,"URN:CornellLabOfOrnithology:EBIRD:OBS318517254","10/27/2020 21:11",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,3,NA,NA,NA,"Paraguay","PY","Cordillera","PY-3",NA,NA,NA,NA,NA,NA,"Arroyos y Esteros (IBA)","L1621543","H","5/9/2015","12:18:00","obsr520076","S23379175","Traveling","P22","EBIRD",60,2,NA,2,1,"G1264710",0,1,0,NA,NA,NA,5008954.13371187,-3553451.63302795
"215",215,"URN:CornellLabOfOrnithology:EBIRD:OBS427739126","9/5/2016 6:03",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,3,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra","L933292","H","9/3/2016","7:01:00","obsr800938","S31427330","Traveling","P22","EBIRD",652,39.999,NA,4,1,"G1910494",0,1,0,NA,NA,NA,6628277.24189259,-3465819.05113405
"216",216,"URN:CornellLabOfOrnithology:EBIRD:OBS405030001","2/4/2019 14:11",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,3,NA,NA,NA,"Brazil","BR","Mato Grosso do Sul","BR-MS",NA,NA,NA,NA,NA,NA,"-20.467x-54.63 - may. 18, 2016 19:24","L4619636","P","5/18/2016","19:24:00","obsr538107","S29781181","Traveling","P22","EBIRD",480,5,NA,3,1,NA,0,1,0,NA,NA,NA,5504761.18909764,-3056162.08725953
"217",217,"URN:CornellLabOfOrnithology:EBIRD:OBS433017582","9/29/2016 18:57",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,3,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra","L933292","H","9/5/2016","7:46:00","obsr601243","S31815042","Traveling","P22","EBIRD",480,47.999,NA,4,1,"G1911484",0,1,0,NA,"Portaria de São Roque de Minas ate casca d'anta<br />Enviada de eBird Android 1.2.5",NA,6628277.24189259,-3465819.05113405
"218",218,"URN:CornellLabOfOrnithology:EBIRD:OBS427333784","9/5/2016 6:03",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,3,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra","L933292","H","9/3/2016","7:01:00","obsr606067","S31398716","Traveling","P22","EBIRD",652,39.999,NA,4,1,"G1910494",0,1,0,NA,"<br />Enviada de eBird Android 1.2.5",NA,6628277.24189259,-3465819.05113405
"219",219,"URN:CornellLabOfOrnithology:EBIRD:OBS427909022","9/8/2016 18:18",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,3,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra","L933292","H","9/5/2016","7:46:00","obsr606067","S31438583","Traveling","P22","EBIRD",480,47.999,NA,4,1,"G1911484",0,1,0,NA,"Portaria de São Roque de Minas ate casca d'anta<br />Enviada de eBird Android 1.2.5",NA,6628277.24189259,-3465819.05113405
"220",220,"URN:CornellLabOfOrnithology:EBIRD:OBS427913027","9/8/2016 18:18",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,3,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra","L933292","H","9/5/2016","7:46:00","obsr800938","S31438842","Traveling","P22","EBIRD",480,47.999,NA,4,1,"G1911484",0,1,0,NA,NA,NA,6628277.24189259,-3465819.05113405
"221",221,"URN:CornellLabOfOrnithology:EBIRD:OBS427740240","9/5/2016 6:18",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,3,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra","L933292","H","9/3/2016","7:01:00","obsr601243","S31427390","Traveling","P22","EBIRD",652,39.999,NA,4,1,"G1910494",0,1,0,NA,"<br />Enviada de eBird Android 1.2.5",NA,6628277.24189259,-3465819.05113405
"222",222,"URN:CornellLabOfOrnithology:EBIRD:OBS555959908","9/7/2019 14:40",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,3,NA,NA,NA,"Brazil","BR","São Paulo","BR-SP",NA,NA,NA,NA,NA,NA,"BR-369, Itirapina, São Paulo, BR (-22,25, -47,883)","L6548441","P","12/10/2017","6:54:00","obsr623195","S41003472","Traveling","P22","EBIRD",67,1.76,NA,3,1,NA,1,1,1,NA,NA,NA,6298931.90727988,-3672190.54110961
"223",223,"URN:CornellLabOfOrnithology:EBIRD:OBS543399463","10/27/2020 21:10",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,3,NA,NA,NA,"Paraguay","PY","San Pedro","PY-2",NA,NA,NA,NA,NA,NA,"Forestadora Río Verde  San Pedro, PY (-23,768, -56,333)","L6215882","P","8/26/2017","7:00:00","obsr159138","S40054034","Traveling","P22","EBIRD_PRY",240,50,NA,5,1,"G2601833",1,1,0,NA,NA,NA,5129245.32588813,-3426426.41921303
"224",224,"URN:CornellLabOfOrnithology:EBIRD:OBS541787758","3/7/2018 11:50",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,3,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra","L933292","H","10/10/2017","7:45:00","obsr99398","S39934594","Traveling","P22","EBIRD",360,32.187,NA,9,1,"G2697785",0,1,0,NA,NA,NA,6628277.24189259,-3465819.05113405
"225",225,"URN:CornellLabOfOrnithology:EBIRD:OBS501230630","8/21/2020 10:15",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,3,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra--Sacramento","L5843035","H","5/10/2017","11:00:00","obsr891321","S36943090","Traveling","P22","EBIRD",418,38,NA,4,1,"G2426053",0,1,0,NA,NA,NA,6591261.43883987,-3428785.10283189
"226",226,"URN:CornellLabOfOrnithology:EBIRD:OBS524101094","8/8/2017 17:58",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,3,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"-20.168x-46.682 - Jul 26, 2017 08:53","L6124725","P","7/21/2017","15:37:00","obsr808160","S38548050","Incidental","P20","EBIRD_BRA",NA,NA,NA,5,0,"G2560710",1,1,0,NA,NA,NA,6607347.59573774,-3441320.31354282
"227",227,"URN:CornellLabOfOrnithology:EBIRD:OBS521965484","8/4/2017 16:17",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,3,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"-20.168x-46.682 - Jul 26, 2017 08:53","L6124725","P","7/21/2017","15:37:00","obsr553158","S38387512","Incidental","P20","EBIRD_BRA",NA,NA,NA,5,0,"G2560710",1,1,0,NA,NA,NA,6607347.59573774,-3441320.31354282
"228",228,"URN:CornellLabOfOrnithology:EBIRD:OBS532871105","3/6/2018 16:22",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,3,NA,NA,NA,"Brazil","BR","Mato Grosso do Sul","BR-MS",NA,NA,NA,NA,NA,NA,"Terenos--Estrada de acesso à Reserva Canindé","L3366468","H","7/2/2017","7:25:00","obsr960676","S39185114","Incidental","P20","EBIRD_BRA",NA,NA,NA,2,0,"G2636344",0,1,0,NA,NA,NA,5481498.51035905,-3052558.57311848
"229",229,"URN:CornellLabOfOrnithology:EBIRD:OBS574874681","29:55.6",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,3,NA,NA,NA,"Paraguay","PY","Itapúa","PY-7",NA,NA,NA,NA,NA,NA,"Parque Nacional San Rafael, Dptos. Itapúa y Caazapá (Alto Paraná)","L2762791","H","11/22/2017","16:30:00","obsr770242","S42538960","Traveling","P22","EBIRD",420,18,NA,2,1,"G2757220",0,1,0,NA,NA,NA,5054837.94123623,-3800171.28489525
